CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
202053,0,34.0,1,3,14.0,0.17755532139093783,0,3,3.0,0.11869225302061123,5.0,1,6.0,0,1,1,2.0,0.11869225302061123,21500.0
204660,0,42.0,0,1,14.0,0.17755532139093783,0,3,6.0,0.08670520231213873,3.0,1,3.0,0,4,1,2.0,0.08670520231213873,38651.0
201874,0,28.0,1,1,16.0,0.17986896962477666,1,3,3.0,0.11869225302061123,5.0,1,2.0,0,1,0,1.0,0.11869225302061123,19558.0
201554,0,34.0,1,1,13.0,0.17986896962477666,1,3,3.0,0.11869225302061123,4.0,1,2.0,0,5,1,2.0,0.11869225302061123,19568.0
204366,0,46.0,1,3,9.0,0.17755532139093783,1,4,4.0,0.11869225302061123,4.0,1,2.0,0,5,1,3.0,0.11869225302061123,23483.0
200650,0,43.0,0,1,6.0,0.17755532139093783,0,2,3.0,0.11869225302061123,3.0,0,5.0,0,2,1,1.0,0.11869225302061123,20562.0
200708,0,36.0,0,3,14.0,0.26586102719033233,1,2,3.0,0.11869225302061123,3.0,1,5.0,0,3,1,0.0,0.11869225302061123,20079.0
204349,1,34.0,1,1,22.0,0.17986896962477666,1,3,4.0,0.1624790619765494,3.0,1,2.0,1,5,1,1.0,0.1624790619765494,32288.0
204318,0,29.0,1,1,24.0,0.17986896962477666,1,4,4.0,0.11869225302061123,5.0,1,3.0,0,1,0,2.0,0.11869225302061123,23236.0
201344,0,37.0,1,1,9.0,0.17986896962477666,1,3,3.0,0.11869225302061123,5.0,1,6.0,1,3,0,0.0,0.11869225302061123,20775.0
202344,0,36.0,1,1,13.0,0.17755532139093783,1,2,3.0,0.11869225302061123,3.0,1,2.0,0,5,1,1.0,0.11869225302061123,18491.0
200314,0,39.0,1,1,16.0,0.17986896962477666,1,2,3.0,0.06296296296296296,5.0,0,2.0,1,3,1,1.0,0.06296296296296296,32068.0
204125,0,31.0,0,1,7.0,0.17755532139093783,1,3,5.0,0.1624790619765494,3.0,0,3.0,0,5,1,2.0,0.1624790619765494,27152.0
200113,0,24.0,1,1,24.0,0.17755532139093783,1,2,3.0,0.2959671907040328,3.0,0,1.0,0,4,1,0.0,0.2959671907040328,17774.0
200960,0,34.0,0,3,6.0,0.17986896962477666,0,3,3.0,0.11869225302061123,5.0,1,1.0,0,3,0,1.0,0.11869225302061123,24936.0
203011,0,35.0,1,3,9.0,0.17755532139093783,1,3,4.0,0.11869225302061123,3.0,0,3.0,0,5,0,1.0,0.11869225302061123,24952.0
203196,1,37.0,1,1,23.0,0.17755532139093783,0,3,2.0,0.2959671907040328,5.0,0,3.0,0,2,1,1.0,0.2959671907040328,21421.0
204887,1,36.0,1,1,14.0,0.17755532139093783,1,4,4.0,0.2959671907040328,4.0,0,3.0,1,3,1,2.0,0.2959671907040328,24041.0
204063,0,20.0,1,1,10.0,0.17986896962477666,0,4,4.0,0.2959671907040328,4.0,0,3.0,0,3,1,1.0,0.2959671907040328,20161.0
203074,0,23.0,1,1,7.0,0.17755532139093783,1,3,5.0,0.11869225302061123,3.0,0,8.0,0,2,1,1.0,0.11869225302061123,23453.0
201293,0,43.0,0,1,15.0,0.17755532139093783,1,2,3.0,0.2959671907040328,3.0,0,5.0,0,3,0,1.0,0.2959671907040328,17438.0
203282,1,43.0,0,3,19.0,0.17755532139093783,1,3,4.0,0.06296296296296296,5.0,0,2.0,1,5,1,2.0,0.06296296296296296,32436.0
204431,0,26.0,1,3,15.0,0.17755532139093783,1,3,2.0,0.11869225302061123,4.0,1,2.0,0,4,1,1.0,0.11869225302061123,23529.0
204600,0,42.0,1,1,13.0,0.17986896962477666,1,3,4.0,0.2959671907040328,5.0,0,4.0,1,4,1,2.0,0.2959671907040328,23399.0
201784,0,39.0,1,1,16.0,0.17986896962477666,1,3,3.0,0.06296296296296296,5.0,1,2.0,1,3,1,2.0,0.06296296296296296,32068.0
202794,0,43.0,1,2,9.0,0.26586102719033233,1,3,4.0,0.2959671907040328,3.0,1,2.0,1,4,1,1.0,0.2959671907040328,21374.0
203921,0,31.0,1,1,31.0,0.17755532139093783,1,4,4.0,0.2959671907040328,3.0,1,3.0,0,3,1,3.0,0.2959671907040328,21371.0
202764,0,28.0,1,3,9.0,0.17755532139093783,1,4,4.0,0.11869225302061123,3.0,0,3.0,1,4,1,3.0,0.11869225302061123,23156.0
204101,0,56.0,1,1,21.0,0.17986896962477666,1,4,2.0,0.08670520231213873,4.0,0,3.0,0,1,1,2.0,0.08670520231213873,37400.0
202899,0,34.0,1,1,7.0,0.17986896962477666,0,4,3.0,0.06296296296296296,3.0,1,6.0,0,2,0,0.0,0.06296296296296296,34862.0
204316,0,31.0,1,3,19.0,0.26586102719033233,0,3,4.0,0.11869225302061123,3.0,0,2.0,0,1,1,2.0,0.11869225302061123,25255.0
204422,0,36.0,1,1,13.0,0.17755532139093783,1,3,6.0,0.11869225302061123,3.0,0,3.0,0,5,0,2.0,0.11869225302061123,25324.0
201235,0,46.0,1,3,8.0,0.17755532139093783,1,3,3.0,0.1624790619765494,3.0,1,5.0,1,3,0,2.0,0.1624790619765494,25368.0
203277,0,28.0,1,1,13.0,0.17755532139093783,1,3,5.0,0.2959671907040328,3.0,0,3.0,0,2,1,2.0,0.2959671907040328,21217.0
203199,0,46.0,1,3,18.0,0.17755532139093783,0,3,4.0,0.06296296296296296,3.0,0,3.0,0,4,1,2.0,0.06296296296296296,36328.0
204273,0,37.0,0,3,10.0,0.17986896962477666,1,3,5.0,0.1624790619765494,3.0,1,6.0,0,1,0,1.0,0.1624790619765494,28377.0
204463,0,35.0,1,1,15.0,0.17986896962477666,0,4,4.0,0.11869225302061123,3.0,0,5.0,0,4,0,2.0,0.11869225302061123,24820.0
200789,1,44.0,1,2,6.0,0.17986896962477666,1,3,4.0,0.1624790619765494,5.0,0,1.0,0,4,1,0.0,0.1624790619765494,25482.0
202178,0,36.0,0,3,14.0,0.26586102719033233,1,2,3.0,0.11869225302061123,3.0,1,5.0,0,3,1,1.0,0.11869225302061123,20079.0
201340,0,36.0,1,3,16.0,0.26586102719033233,0,3,4.0,0.11869225302061123,3.0,1,2.0,1,1,1,2.0,0.11869225302061123,20673.0
203022,0,39.0,0,1,9.0,0.17755532139093783,0,4,2.0,0.11869225302061123,5.0,0,8.0,1,2,1,3.0,0.11869225302061123,24658.0
200871,1,24.0,1,1,23.0,0.17755532139093783,0,3,3.0,0.2959671907040328,4.0,0,2.0,0,2,0,1.0,0.2959671907040328,17210.0
204617,0,39.0,0,3,17.0,0.26586102719033233,0,3,4.0,0.11869225302061123,3.0,0,3.0,1,3,1,1.0,0.11869225302061123,24344.0
204731,0,37.0,0,1,25.0,0.17755532139093783,1,4,4.0,0.11869225302061123,3.0,0,4.0,0,3,0,2.0,0.11869225302061123,26457.0
200073,0,32.0,1,1,6.0,0.17755532139093783,1,3,3.0,0.11869225302061123,4.0,0,2.0,0,3,0,0.0,0.11869225302061123,21220.0
201632,0,28.0,1,1,27.0,0.17986896962477666,1,2,3.0,0.2959671907040328,3.0,1,2.0,0,1,0,0.0,0.2959671907040328,17713.0
201740,0,55.0,1,1,6.0,0.17986896962477666,1,2,3.0,0.08670520231213873,5.0,0,1.0,1,1,1,1.0,0.08670520231213873,34045.0
202985,0,37.0,0,1,15.0,0.17755532139093783,0,4,3.0,0.1624790619765494,5.0,0,2.0,0,3,0,1.0,0.1624790619765494,30391.0
202892,0,41.0,1,1,13.0,0.17755532139093783,0,4,4.0,0.06296296296296296,3.0,0,2.0,0,5,1,3.0,0.06296296296296296,31915.0
201803,0,43.0,1,1,13.0,0.17755532139093783,0,2,3.0,0.1624790619765494,5.0,1,1.0,0,5,1,0.0,0.1624790619765494,24985.0
204477,0,26.0,1,3,33.0,0.17986896962477666,0,3,4.0,0.11869225302061123,3.0,0,3.0,0,4,0,1.0,0.11869225302061123,24858.0
203660,0,44.0,1,3,9.0,0.17986896962477666,1,4,4.0,0.11869225302061123,3.0,1,3.0,1,3,0,1.0,0.11869225302061123,26525.0
202269,0,42.0,1,1,8.0,0.17986896962477666,1,2,3.0,0.06296296296296296,5.0,1,1.0,0,3,1,0.0,0.06296296296296296,32665.0
204475,0,53.0,1,3,10.0,0.17986896962477666,1,3,5.0,0.06296296296296296,5.0,1,3.0,0,5,1,0.0,0.06296296296296296,35534.0
201820,0,42.0,1,2,8.0,0.26586102719033233,1,2,3.0,0.2959671907040328,3.0,1,1.0,1,4,1,1.0,0.2959671907040328,17696.0
200494,0,34.0,1,3,20.0,0.26586102719033233,0,2,3.0,0.2959671907040328,3.0,1,2.0,1,5,1,1.0,0.2959671907040328,17579.0
203010,1,48.0,0,3,34.0,0.17755532139093783,0,4,2.0,0.11869225302061123,3.0,0,6.0,1,4,1,3.0,0.11869225302061123,25075.0
203738,0,42.0,1,1,12.0,0.17755532139093783,1,3,2.0,0.11869225302061123,4.0,0,5.0,0,5,1,1.0,0.11869225302061123,25548.0
202470,1,33.0,0,1,23.0,0.17755532139093783,0,4,6.0,0.2959671907040328,5.0,0,3.0,1,4,1,3.0,0.2959671907040328,22597.0
204610,0,46.0,0,1,11.0,0.17755532139093783,1,3,4.0,0.11869225302061123,4.0,1,3.0,0,4,1,1.0,0.11869225302061123,23125.0
201919,0,29.0,0,1,14.0,0.17755532139093783,0,2,3.0,0.2959671907040328,3.0,1,2.0,0,1,1,1.0,0.2959671907040328,17328.0
201489,0,41.0,1,1,8.0,0.17755532139093783,1,2,3.0,0.2959671907040328,3.0,0,6.0,1,1,0,0.0,0.2959671907040328,17799.0
202223,0,39.0,0,1,28.0,0.17986896962477666,0,2,3.0,0.1624790619765494,5.0,0,2.0,1,5,1,1.0,0.1624790619765494,25880.0
202480,1,51.0,1,3,10.0,0.17986896962477666,1,3,5.0,0.2959671907040328,3.0,0,3.0,1,4,0,1.0,0.2959671907040328,21361.0
200618,0,33.0,1,1,8.0,0.17986896962477666,1,3,1.0,0.2959671907040328,5.0,0,1.0,0,2,1,2.0,0.2959671907040328,18424.0
201583,0,24.0,1,1,24.0,0.17755532139093783,1,2,3.0,0.2959671907040328,3.0,1,1.0,0,4,0,0.0,0.2959671907040328,17774.0
204582,0,29.0,1,1,16.0,0.17986896962477666,0,4,4.0,0.2959671907040328,3.0,1,7.0,0,3,0,1.0,0.2959671907040328,21055.0
201501,0,44.0,1,1,16.0,0.17755532139093783,1,2,3.0,0.11869225302061123,3.0,1,3.0,1,3,0,1.0,0.11869225302061123,21465.0
204121,0,37.0,0,1,25.0,0.17986896962477666,0,4,4.0,0.2959671907040328,3.0,0,3.0,0,3,0,2.0,0.2959671907040328,20831.0
203131,0,37.0,1,1,9.0,0.17986896962477666,1,4,4.0,0.2959671907040328,3.0,0,6.0,0,5,1,1.0,0.2959671907040328,21197.0
204278,0,38.0,1,1,17.0,0.17986896962477666,0,4,4.0,0.2959671907040328,5.0,1,8.0,0,1,1,3.0,0.2959671907040328,22130.0
200869,0,46.0,1,1,21.0,0.17755532139093783,1,2,3.0,0.08670520231213873,4.0,0,6.0,0,3,1,1.0,0.08670520231213873,34081.0
202615,1,20.0,0,3,7.0,0.26586102719033233,0,4,6.0,0.2959671907040328,5.0,0,2.0,0,3,1,2.0,0.2959671907040328,21003.0
201042,0,44.0,0,1,11.0,0.17755532139093783,1,2,4.0,0.2959671907040328,3.0,0,4.0,0,1,0,1.0,0.2959671907040328,18162.0
203864,0,42.0,1,1,7.0,0.17755532139093783,1,4,4.0,0.2959671907040328,3.0,1,5.0,0,1,0,1.0,0.2959671907040328,21460.0
200356,0,42.0,1,1,8.0,0.17755532139093783,1,3,4.0,0.11869225302061123,3.0,0,4.0,0,2,0,1.0,0.11869225302061123,21781.0
202659,0,42.0,1,3,13.0,0.17755532139093783,0,4,4.0,0.1624790619765494,3.0,0,5.0,1,2,0,2.0,0.1624790619765494,32269.0
201556,0,23.0,1,3,8.0,0.26586102719033233,1,3,3.0,0.2959671907040328,5.0,1,4.0,0,3,1,2.0,0.2959671907040328,17322.0
204723,0,29.0,1,1,10.0,0.17986896962477666,0,4,4.0,0.1624790619765494,4.0,1,2.0,0,4,0,1.0,0.1624790619765494,26333.0
202503,0,38.0,1,1,7.0,0.17755532139093783,1,3,5.0,0.11869225302061123,3.0,1,3.0,0,5,1,2.0,0.11869225302061123,24671.0
202827,0,23.0,1,1,18.0,0.17986896962477666,0,3,4.0,0.2959671907040328,4.0,0,3.0,0,2,1,1.0,0.2959671907040328,20922.0
203410,1,59.0,1,1,14.0,0.17986896962477666,0,3,5.0,0.1624790619765494,5.0,0,2.0,1,4,1,1.0,0.1624790619765494,28686.0
204102,0,35.0,0,1,9.0,0.17755532139093783,1,3,5.0,0.11869225302061123,3.0,1,3.0,0,4,0,2.0,0.11869225302061123,28225.0
202267,1,26.0,1,1,27.0,0.17986896962477666,1,2,3.0,0.2959671907040328,3.0,1,2.0,0,5,1,0.0,0.2959671907040328,17377.0
204386,0,38.0,1,1,7.0,0.17755532139093783,0,4,4.0,0.11869225302061123,4.0,1,8.0,0,1,1,3.0,0.11869225302061123,25125.0
200332,0,54.0,0,1,6.0,0.17755532139093783,0,2,3.0,0.11869225302061123,3.0,0,4.0,0,4,1,0.0,0.11869225302061123,19869.0
201505,0,43.0,1,1,8.0,0.17986896962477666,0,3,1.0,0.2959671907040328,3.0,1,2.0,0,1,1,2.0,0.2959671907040328,17645.0
201497,0,42.0,1,3,14.0,0.17986896962477666,1,2,3.0,0.11869225302061123,4.0,1,1.0,0,3,1,0.0,0.11869225302061123,21825.0
203528,0,35.0,1,3,7.0,0.26586102719033233,1,4,5.0,0.1624790619765494,3.0,0,3.0,1,1,1,2.0,0.1624790619765494,25761.0
203318,0,31.0,1,1,14.0,0.17755532139093783,1,3,4.0,0.11869225302061123,3.0,1,3.0,0,5,1,2.0,0.11869225302061123,22169.0
201116,0,55.0,1,3,32.0,0.17986896962477666,1,2,4.0,0.08670520231213873,3.0,1,2.0,0,3,1,1.0,0.08670520231213873,34586.0
201720,1,37.0,0,1,16.0,0.17986896962477666,1,3,3.0,0.1624790619765494,3.0,1,7.0,0,3,0,2.0,0.1624790619765494,25048.0
203418,0,28.0,0,3,9.0,0.17755532139093783,1,3,6.0,0.11869225302061123,3.0,0,5.0,0,4,1,2.0,0.11869225302061123,23749.0
202830,0,38.0,1,1,21.0,0.17755532139093783,0,4,4.0,0.2959671907040328,5.0,1,3.0,0,4,1,1.0,0.2959671907040328,21712.0
204427,1,21.0,1,1,14.0,0.17986896962477666,1,3,4.0,0.2959671907040328,3.0,0,3.0,1,5,1,2.0,0.2959671907040328,19687.0
202337,0,50.0,0,1,8.0,0.17986896962477666,0,1,3.0,0.06296296296296296,5.0,1,3.0,0,3,0,0.0,0.06296296296296296,32856.0
200445,0,55.0,1,3,24.0,0.17755532139093783,0,2,3.0,0.06296296296296296,4.0,0,4.0,0,2,0,1.0,0.06296296296296296,31835.0
203809,1,30.0,0,3,27.0,0.26586102719033233,1,3,2.0,0.2959671907040328,5.0,0,3.0,0,3,1,2.0,0.2959671907040328,19769.0
200452,0,45.0,1,3,7.0,0.17755532139093783,1,3,3.0,0.11869225302061123,4.0,0,1.0,0,5,1,0.0,0.11869225302061123,19805.0
201941,0,38.0,1,1,16.0,0.17986896962477666,0,3,3.0,0.11869225302061123,3.0,1,4.0,0,3,0,1.0,0.11869225302061123,24824.0
204338,0,58.0,1,3,36.0,0.17986896962477666,1,3,5.0,0.06296296296296296,3.0,1,5.0,0,3,1,1.0,0.06296296296296296,32796.0
204540,0,33.0,1,1,15.0,0.17986896962477666,0,4,2.0,0.11869225302061123,3.0,1,7.0,0,3,1,3.0,0.11869225302061123,23853.0
200014,1,28.0,1,1,30.0,0.17755532139093783,1,2,4.0,0.2959671907040328,3.0,0,6.0,1,2,0,0.0,0.2959671907040328,17028.0
202522,0,38.0,1,1,14.0,0.17986896962477666,1,2,4.0,0.1624790619765494,3.0,0,6.0,0,2,0,1.0,0.1624790619765494,32342.0
200945,0,50.0,1,1,34.0,0.17755532139093783,0,2,3.0,0.06296296296296296,5.0,0,5.0,1,5,0,0.0,0.06296296296296296,31880.0
